CF
コード,年度,営業CF,投資CF,財務CF,設備投資,現金同等物,営業CFマージン
4070,2020/03,873828000,187743000,13760000,-6720000,5304805000,12.61
4071,2021/09,1548000000,-59000000,-125000000,-48953000,4614738000,25.3
4073,2021/06,214077000,-136803000,-670704000,-133199000,502219000,10.3
4074,2020/12,486187000,-493942000,583639000,-337286000,1323648000,9.12
4075,2021/07,221612000,-69807000,933251000,-69807000,1404874000,25.93
4076,2021/05,183123000,135290000,-64020000,-57681000,1417055000,3.78
4078,2021/03,7826000000,-7422000000,1667000000,-9567000000,11153000000,9.22
4080,2021/03,-90142000,-7768354000,8687155000,-7845801000,2529752000,-0.4
4082,2021/03,5658807000,-6448959000,2485678000,-7015502000,10561167000,24.11
4088,2021/03,76601000000,-52699000000,-20889000000,-50316000000,45983000000,9.5
4091,2021/03,149231000000,-59686000000,-103159000000,-60075000000,91058000000,18.24
4092,2021/03,5216000000,-3539000000,-1024000000,-4274000000,9962000000,15.06
4093,2021/03,1210542000,-568922000,-509297000,-587273000,7862804000,4.06
4094,2021/03,3492656000,-749236000,-595778000,-756533000,15969731000,17.78
4095,2021/03,16212000000,-7263000000,-8106000000,-4908000000,57108000000,16.23
4097,2021/03,4961437000,-3575378000,-988087000,-4011733000,21156211000,6.48
4098,2021/03,-149000000,-770000000,597000000,-731000000,576000000,-2.37
4099,2021/03,7411000000,-2999000000,89000000,-3618000000,37207000000,14.94
4100,2021/03,612000000,-1219000000,1416000000,-1025000000,6492000000,2.11
4102,2021/03,1075000000,-431000000,-306000000,-366247000,3035229000,9.91
4107,2020/12,2384000000,-2610000000,-424000000,-2609000000,9722000000,14.14
4109,2021/03,7352000000,-2464000000,-3004000000,-2430000000,15245000000,22.35
4112,2021/03,5380000000,-2689000000,-424000000,-,9331000000,13.06
4113,2021/03,5218856000,-2094972000,-680449000,-2058631000,4330354000,16.28
4114,2021/03,35277000000,-30623000000,-12750000000,-29658000000,36341000000,12.91
4115,2021/03,3779000000,-1551000000,-998000000,-1544000000,9796000000,18.45
4116,2021/03,11522000000,-3769000000,-358000000,-7260000000,34438000000,8.32
4118,2021/03,74040000000,-43229000000,-21903000000,-42396000000,46360000000,12.82
4119,2021/03,1761667000,-721521000,2342975000,-889799000,5411110000,5.85
4120,2021/03,245248000,-634301000,599006000,-634192000,791074000,4.08
4124,2021/09,174000000,-316000000,-26000000,-228248000,715460000,14.31
4151,2020/12,39502000000,252559000000,-26003000000,-10115000000,287019000000,12.41
4165,2021/09,410000000,-1330000000,2999000000,-19787000,4172117000,7.53
4166,2020/12,166755000,-197669000,734080000,-170699000,1293177000,20.06
4167,2021/03,295717000,-17082000,1019204000,-17790000,1547569000,28.87
4168,2020/12,-568611000,131573000,1427052000,-10376000,2024672000,-23.78
4169,2020/12,139545000,-294696000,1285951000,-76333000,1334449000,8.15
4170,2020/12,120022000,-265003000,1886762000,-208657000,2660345000,7.12
4171,2020/12,157769000,19011000,99150000,-4720000,1517650000,7.32
4172,2021/09,247000000,-574000000,444000000,-120267000,1849858000,10.43
4173,2021/02,110095000,-64860000,37644000,-74860000,446801000,15.46
4174,2021/01,173871000,-89776000,-60048000,-24402000,1032883000,4.47
4175,2021/01,2135016000,-2375000,-6000000,-2375000,2580222000,33.72
4176,2021/08,764000000,-115000000,1386000000,-76237000,3318899000,27.81
4177,2021/03,407938000,2723000,840855000,-22736000,2412716000,18.96
4178,2020/12,137612000,-3231000,9000000,-1170000,462527000,3.64
4179,2021/03,151263000,-1676000,701362000,-7302000,974381000,17.33
4180,2020/12,-839750000,-2705969000,1161353000,-20634000,1634707000,-9.36
4182,2021/03,55464000000,-40370000000,5154000000,-,91075000000,9.31
4183,2021/03,174323000000,-77555000000,-68956000000,-74904000000,195987000000,14.39
4185,2021/03,70403000000,-52687000000,4297000000,-55205000000,85377000000,22.57
4186,2020/12,22953000000,-3481000000,-5937000000,-6008000000,42728000000,19.52
4187,2020/11,4799411000,-3976568000,-648195000,-4389698000,6511760000,16.73
4188,2021/03,467133000000,-217010000000,-142773000000,-246410000000,349577000000,14.34
4189,2020/12,6931000000,-11182000000,-4530000000,-11132000000,9066000000,8.96
4192,2020/12,130256000,12909000,-43670000,-31324000,464976000,6.6
4193,2021/03,621350000,-102896000,-154477000,-168652000,1027084000,12.87
4194,2021/07,4315000000,-33000000,12234000000,-116000000,25630000000,15.04
4196,2021/09,278000000,-1000000,171000000,-8170000,925551000,15.2
4198,2021/05,264467000,-49102000,-148488000,-43199000,1271069000,8.86
4199,2021/08,17000000,83000000,684000000,-19998000,1847322000,0.47
4200,2021/03,426023000,-99911000,-175842000,-129385000,1050560000,8.95
4202,2021/03,57869000000,-34220000000,-17050000000,-36789000000,90747000000,14.7
4203,2021/03,27405000000,-14993000000,21768000000,-8956000000,103175000000,13.11
4204,2021/03,75271000000,-58495000000,-19157000000,-62067000000,76649000000,7.12
4205,2021/03,56080000000,-30239000000,-8259000000,-24033000000,48152000000,18.57
4206,2021/03,19713000000,-9756000000,-9179000000,-6866000000,41185000000,11.29
4208,2021/03,66054000000,-39433000000,10852000000,-,79646000000,10.76
4212,2021/03,9286000000,-538000000,-3377000000,-741000000,47286000000,14.34
4215,2021/03,4365000000,-2191000000,-4292000000,-5244000000,6712000000,3.25
4216,2021/03,3420000000,-2069000000,-1146000000,-2237000000,10398000000,6.39
4217,2020/12,56386000000,-32373000000,-52464000000,-32727000000,64327000000,13.14
4218,2021/03,5911000000,-3067000000,-772000000,-2497000000,13344000000,14.23
4219,2021/03,376343000,-157539000,-170000000,-186952000,200868000,6.52
4220,2021/03,9387855000,-3002966000,-2796299000,-3597832000,21080770000,10.64
4221,2020/12,9298000000,-4356000000,-3341000000,-4403000000,9179000000,11.48
4222,2021/03,627637000,-387521000,917109000,-414964000,1953287000,4.56
4223,2021/03,65523000,-227043000,620654000,-223822000,1342229000,1.68
4224,2021/03,1661000000,-1673000000,-378000000,-1642000000,6999000000,9.68
4228,2021/03,6428000000,-3007000000,-632000000,-3987000000,12498000000,5.41
4229,2021/03,3567000000,-806000000,-1310000000,-1277000000,8825000000,14.16
4231,2021/03,2838988000,-2816277000,539322000,-,8769349000,7.76
4234,2021/03,2040653000,-584345000,-678015000,-468352000,6927339000,6.81
4235,2020/12,1751000000,-141000000,31000000,-84000000,3049000000,17.51
4237,2021/03,356687000,-458626000,-332981000,-286278000,3063163000,2.83
4238,2021/01,1334441000,2940082000,-1417898000,-,11151773000,13.71
4240,2021/03,106067000,-14181000,-1583000,-14180000,241054000,13.89
4241,2021/03,457241000,-407772000,196499000,-419416000,771508000,16.01
4242,2021/03,2599000000,-1027000000,-2012000000,-,3872000000,7
4243,2021/09,280000000,-113000000,49000000,-141952000,1727336000,6.88
4245,2020/12,2222499000,-1047496000,-424376000,-771724000,7856415000,6.41
4246,2021/03,16788000000,-17567000000,8565000000,-16732000000,32967000000,11.17
4247,2021/03,330514000,-461974000,-79137000,-369269000,1151440000,10.16
4248,2020/12,2916601000,-466399000,-227726000,-614811000,5504513000,19.62
4249,2021/03,9693000000,-5260000000,1633000000,-7467000000,17933000000,6.24
4251,2020/12,1224969000,-1679202000,1593047000,-1670738000,3832806000,8.31
4272,2021/03,24408000000,-17606000000,-8402000000,-13187000000,47483000000,14.08
4274,2021/03,23296000,-51519000,-37660000,-52466000,818191000,1.5
4275,2021/03,4193000000,-1135000000,-2187000000,-,5496000000,9.21
4282,2020/09,5847000000,-2783000000,554000000,-2327000000,22833000000,8.77
4284,2020/12,-37096000,-165539000,-101809000,-472896000,4699126000,-0.28
4286,2020/12,683965000,-3046197000,2613371000,-80227000,4129910000,3.99
4287,2021/01,185793000,-40915000,-94069000,-33275000,1630775000,8.83
4288,2021/03,24052000,-100469000,-3000,-114251000,897748000,0.86
4290,2021/03,4630805000,-4137156000,-1356801000,-,16291368000,11.4
4293,2021/09,4619000000,91000000,-1914000000,-141626000,16899990000,21.6
4295,2021/03,1243063000,-673934000,-200390000,-438063000,12946994000,6.22
4298,2021/03,6574000000,-898000000,-1530000000,-664000000,21485000000,11.78
4299,2021/03,1077000000,-38000000,-437000000,-,5711000000,6.98
4301,2021/03,-272000000,-1720000000,-229000000,-833000000,27148000000,-0.68
4304,2021/03,1661363000,-198247000,14582000,-222222000,4766466000,15.82
4307,2021/03,84594000000,-20522000000,-13183000000,-7634000000,153187000000,15.37
4308,2021/03,2066621000,-774503000,3209167000,-451114000,6525595000,15.93
4310,2021/03,-700000000,-1510000000,1816000000,-856000000,4220000000,-2.52
4312,2020/12,2716706000000,-1555251000000,-742013000000,-517147000,10337953000,12539.6
4314,2020/12,-103000000,765000000,-744000000,0,201000000,-18.56
4316,2021/03,-28305000,-45148000,200000000,-5566000,445017000,-2.11
4317,2021/02,849862000,-149478000,263211000,-95037000,3016525000,12.06
4318,2021/03,1843116000,-471518000,-677659000,-477854000,8097700000,9.52
4319,2021/03,1443383000,270616000,-864694000,-171566000,5118959000,7.31
4320,2021/09,1004000000,-109000000,-838000000,-390175000,2865030000,8.17
4321,2020/12,-17078000000,-1028000000,17547000000,-280000000,57858000000,-53.55
4323,2021/03,2131466000,87030000,-1247242000,-80639000,4853695000,11.34
4324,2020/12,88313000000,137013000000,-96622000000,-,530692000000,1.96
4326,2021/06,4845313000,-1241700000,-1354752000,-1024995000,14132031000,8.42
4327,2021/09,1087000000,-29000000,-586000000,-30666000,4270475000,32.94
4331,2021/03,-9713000000,-3059000000,10902000000,-1187000000,4203000000,-48.46
4333,2021/03,984459000,-29450000,-364113000,-38331000,8000659000,8.08
4334,2021/01,-281363000,33180000,-1434637000,-7647000,6208076000,-10.62
4335,2021/06,872936000,-171000,-13647000,0,1166504000,34.94
4336,2021/03,152373000,-26126000,-34300000,-20976000,1201596000,2.43
4337,2021/03,-21858000000,-4163000000,17285000000,-3480000000,15135000000,-32.45
4341,2021/03,829000000,-73000000,-920000000,-143000000,929000000,4.57
4342,2021/03,5547000000,-2451000000,-1255000000,-2320000000,16324000000,22.78
4343,2021/02,183579000,-6964857000,8445647000,-6802025000,5718115000,0.4
4344,2021/03,-639416000,-2755211000,4271099000,-16347000,4779954000,-4.98
4345,2021/03,2328000000,-377000000,-1271000000,-398000000,6216000000,23.35
4346,2020/09,-3491000000,-404000000,2987000000,-174000000,3841000000,-22.2
4347,2021/03,558502000,-136836000,-432609000,-,3368262000,5.08
4348,2021/03,9871000000,-1643000000,-1761000000,-1011000000,29956000000,14.5
4349,2021/03,182310000,-346664000,663843000,-712472000,970777000,9.21
4350,2021/03,5205000000,-1485000000,-5312000000,-1529000000,10088000000,4.99
4351,2020/12,-757910000,1189893000,61347000,-,1520974000,-36.17
4355,2020/10,586726000,-738941000,1873836000,-1179519000,2722770000,4.43
4356,2020/12,418593000,-72458000,-57050000,-67802000,2202958000,8.72
4361,2020/11,654226000,-392094000,222497000,-357489000,882857000,9.87
4362,2021/03,4698000000,-2418000000,-874000000,-2743711000,13187098000,15.4
4364,2021/03,1034234000,476862000,-535515000,-716805000,1946717000,10.86
4365,2021/03,5043000000,-764000000,-987000000,-816000000,40681000000,17.03
4366,2021/03,2526000000,-376000000,-281000000,-388000000,3254000000,18.05
4367,2021/03,1922245000,-3908171000,1558746000,-4901472000,260942000,10.93
4368,2021/03,12820551000,-2620018000,-1639065000,-2214166000,24835971000,30.37
4369,2021/01,2090384000,-2963827000,948342000,-2962626000,1698612000,21.33
4370,2021/08,248000000,-229000000,-13000000,-229061000,1083453000,20.08
4371,2020/12,136293000,-112813000,-103104000,-,307338000,2.46
4372,2020/12,330897000,-281167000,-,-42709000,188841000,20.3
4373,2021/03,5255000000,-234000000,-2348000000,-208000000,8068000000,19.09
4374,2020/12,-876273000,-147344000,10268000,-149503000,2476314000,-81.28
4375,2020/12,-317739000,-188088000,-44408000,-8907000,1540096000,-6.29
4379,2020/12,-545299000,-186396000,1617301000,-184101000,1594797000,-46.37
4380,2021/01,200936000,-35815000,-24548000,-7304000,1022250000,25.84
4381,2021/03,266238000,-220241000,-51857000,-220241000,283667000,35.28
4382,2021/04,360700000,-384522000,15252000,-379522000,5554149000,23.17
4384,2021/07,1539463000,-3618463000,75145000,-141281000,13447522000,5.09
4385,2021/06,3367000000,6907000000,19773000000,-420000000,171463000000,3.17
4386,2021/03,-6675000,-678943000,-197131000,-14608000,674276000,-0.15
4387,2021/03,231063000,-275000,691201000,-19953000,1253624000,8.28
4388,2021/03,180600000,-11856000,-31900000,-12059000,1101358000,20.35
4389,2021/03,1025792000,-386777000,-161041000,-352672000,1412280000,47.36
4390,2021/03,1636038000,-1889882000,1333011000,-1812773000,3589838000,17.19
4391,2021/06,319429000,-60367000,-163046000,-60470000,1086363000,18.95
4392,2020/12,412000000,-1813000000,1700000000,-1569000000,2318000000,3.99
4393,2021/09,-729000000,-65000000,-74000000,-5521000,1351372000,-34.24
4394,2020/11,85556000,-12162000,-25433000,-12851000,1320000000,9.75
4395,2020/12,316298000,-71127000,-15662000,-55983000,1217791000,18.26
4396,2021/06,709225000,-276550000,-165713000,-221061000,2199873000,4.91
4397,2021/08,265000000,-549000,7000000,-805000,2447990000,9.15
4398,2021/06,406382000,-99369000,-185441000,-,945606000,9.36
4399,2020/09,-569861000,-222162000,811493000,-133273000,1989186000,-12.53
4401,2021/03,36872000000,-14189000000,-6551000000,-14452000000,82121000000,11.27
4403,2021/03,30726000000,1894000000,-8042000000,-,76596000000,17.8
4404,2020/12,2390000000,-2500000000,-1257000000,-2357000000,4859000000,5.55
4406,2021/03,1253000000,-1707000000,519000000,-1933000000,2988000000,5.13
4409,2021/03,2464000000,-3306000000,1120000000,-3303000000,9089000000,6.06
4410,2021/03,3007839000,-1858464000,-1564538000,-2295104000,3421540000,4.79
4413,2021/02,352910000,85727000,-64175000,-2103000,1580707000,11.44
4420,2020/12,1062222000,-353411000,-141531000,-149527000,4348131000,11.75
4421,2021/09,191000000,-19000000,-45000000,-19838000,888423000,4.1
4422,2021/07,-148862000,-1742000,13779000,-1742000,708219000,-31.44
4423,2021/03,14314000000,-7683000000,-7698000000,-7080000000,10957000000,26.84
4424,2021/09,224000000,-25000000,7000000,-436000,1899544000,2.98
4425,2021/03,-349811000,-705604000,1777535000,-15494000,1230979000,-273.58
4427,2020/09,1391817000,-1712044000,1646860000,-1438318000,7524054000,17.29
4428,2020/12,224821000,-135669000,191543000,-135602000,1077266000,24.71
4429,2021/02,477758000,-8360000,18652000,-8826000,1944022000,10.78
4430,2021/05,-160036000,-2545283000,1761006000,-3071809000,1293010000,-2.4
4431,2021/04,772775000,-103028000,-228698000,-99781000,3611118000,23.25
4432,2021/02,4952922000,-134879000,-4646410000,-490409000,5170346000,27.09
4433,2021/08,3065000000,-1213000000,-1005000000,-702000000,9596000000,3.64
4434,2021/02,529869000,159595000,5157437000,-82337000,7426126000,6.6
4435,2021/03,383705000,-236490000,173079000,-254884000,1955069000,11.28
4436,2021/03,913971000,-1115437000,-15269000,-668130000,1847041000,21.98
4437,2021/03,46233000,-63273000,146569000,-92547000,1009688000,0.85
4438,2020/12,-110970000,-19485000,19996000,-44122000,1098361000,-12.83
4439,2021/08,-446000000,-36000000,-368000000,-30221000,2665637000,-3.42
4440,2021/08,257000000,-219000000,14000000,-5103000,1646548000,11.69
4441,2020/10,358831000,-123829000,-15117000,-118299000,1218358000,29.07
4442,2021/03,291147000,-93022000,-4956000,-127328000,1170437000,5.53
4443,2021/05,3011227000,-551416000,-2902323000,-909705000,12223291000,18.61
4444,2021/03,114000000,-22000000,67000000,-7693000,765562000,11.63
4445,2020/09,-68060000,-17552000,398061000,-4063000,1188856000,-2.78
4446,2021/07,255674000,-639448000,-8342000,-172467000,1041742000,15.64
4447,2021/09,232000000,-14000000,-80000000,-14922000,793299000,10.72
4448,2020/12,444869000,-192179000,62830000,-206570000,1847288000,18.35
4449,2020/12,921474000,-887728000,63210000,-215802000,3270964000,29.89
4450,2020/12,-33741000,-225787000,-44897000,-36306000,878242000,-1.26
4452,2020/12,214718000000,-61941000000,-87065000000,-59396000000,353176000000,15.54
4461,2021/03,4955000000,-3804000000,255000000,-4398000000,11531000000,8.38
4462,2021/03,2410436000,-1463666000,-355797000,-574775000,4145909000,14.21
4463,2020/12,6479000000,-1549000000,-3626000000,-1334000000,7190000000,15.73
4464,2021/03,3215485000,-1698149000,-650749000,-605976000,18649552000,12
4465,2021/05,2718166000,-1081201000,1727375000,-802624000,5753847000,14.74
4471,2021/03,22300000000,-12498000000,-4146000000,-,23647000000,15.41
4475,2021/09,527000000,-25000000,18000000,-21732000,3392761000,10.88
4476,2020/12,130847000,-8689000,98971000,-23910000,1056262000,6.86
4477,2020/12,3128000000,-471000000,12419000000,-34713000,22271835000,37.74
4478,2021/06,-192533000,-3180839000,35380307000,-463937000,47143365000,-1.88
4479,2021/09,151000000,-586000000,3915000000,-313379000,8591254000,3.27
4480,2020/12,805762000,-283149000,9052025000,-213893000,14052034000,11.8
4481,2020/12,2557691000,-12084000,-1235965000,-16175000,7182805000,20.63
4482,2020/12,475693000,-190138000,62191000,-134161000,1135797000,19.55
4483,2021/03,3176000000,-9079000000,18107000000,-1384000000,19898000000,18.94
4484,2021/03,241016000,-279635000,85665000,-94738000,2099531000,6.23
4485,2021/03,3311216000,-2470988000,418299000,-2401912000,7990145000,94.55
4486,2020/12,235545000,-38398000,-24723000,-10235000,1386480000,13.6
4487,2020/12,-111145000,-36959000,108498000,-40012000,776341000,-13.81
4488,2021/03,2090066000,-1503834000,1696130000,-235972000,4816451000,45.46
4489,2021/03,2025397000,-671501000,-1021917000,-11130000,1079340000,27.06
4490,2021/02,393115000,-60978000,703842000,-27557000,1357641000,24.5
4491,2021/03,157958000,-63240000,-139171000,-14398000,2045720000,2.53
4492,2021/03,443262000,-38531000,-76037000,-36985000,1195747000,10.87
4493,2020/12,133920000,-242522000,650737000,-1272000,899050000,11.22
4494,2021/02,524227000,-112209000,-450320000,-112209000,593930000,20.6
